measure_number	beat	offset	duration	notes
1	1.0	0.0	1.0	('B-3', 'G4', 'B-4')
1	2.0	1.0	1.0	('B-3', 'G4', 'B-4')
1	3.0	2.0	0.25	('B-3', 'E-4', 'G4')
1	3.25	2.25	0.25	('B-2', 'B-3', 'E-4', 'G4')
1	3.5	2.5	0.25	('C3', 'B-3', 'E-4', 'G4')
1	3.75	2.75	0.25	('D3', 'B-3', 'E-4', 'G4')
1	4.0	3.0	0.25	('E-3', 'B-3', 'E-4', 'G4')
1	4.25	3.25	0.25	('F3', 'B-3', 'E-4', 'G4')
1	4.5	3.5	0.25	('G3', 'B-3', 'E-4', 'G4')
1	4.75	3.75	0.25	('E-3', 'B-3', 'E-4', 'G4')
2	1.0	4.0	0.5	('A-3', 'B-3', 'D4', 'F4')
2	1.5	4.5	0.5	('B-3', 'D4', 'F4')
2	2.0	5.0	1.0	('B-3', 'D4', 'F4')
2	3.0	6.0	0.25	('A-3', 'B-3', 'F4', 'A-4', 'B-4')
2	3.25	6.25	0.25	('G3', 'B-3', 'F4', 'A-4', 'B-4')
2	3.5	6.5	0.25	('F3', 'B-3', 'F4', 'A-4', 'B-4')
2	3.75	6.75	0.25	('E-3', 'B-3', 'F4', 'A-4', 'B-4')
2	4.0	7.0	0.25	('D3', 'B-3', 'F4', 'A-4', 'B-4')
2	4.25	7.25	0.25	('C3', 'B-3', 'F4', 'A-4', 'B-4')
2	4.5	7.5	0.25	('B-2', 'B-3', 'F4', 'A-4', 'B-4')
2	4.75	7.75	0.25	('D3', 'B-3', 'F4', 'A-4', 'B-4')
3	1.0	8.0	0.5	('E-3', 'B-3', 'G4', 'B-4')
3	1.5	8.5	0.5	('B-3', 'G4', 'B-4')
3	2.0	9.0	1.0	('B-3', 'G4', 'B-4')
3	3.0	10.0	0.25	('B-3', 'E-4', 'G4')
3	3.25	10.25	0.25	('B-2', 'B-3', 'E-4', 'G4')
3	3.5	10.5	0.25	('C3', 'B-3', 'E-4', 'G4')
3	3.75	10.75	0.25	('D3', 'B-3', 'E-4', 'G4')
3	4.0	11.0	0.25	('E-3', 'B-3', 'E-4', 'G4')
3	4.25	11.25	0.25	('F3', 'B-3', 'E-4', 'G4')
3	4.5	11.5	0.25	('G3', 'B-3', 'E-4', 'G4')
3	4.75	11.75	0.25	('E-3', 'B-3', 'E-4', 'G4')
4	1.0	12.0	0.25	('A-3', 'B-3', 'D4', 'F4')
4	1.25	12.25	0.25	('F3', 'B-3', 'D4', 'F4')
4	1.5	12.5	0.25	('D3', 'B-4')
4	1.75	12.75	0.25	('B-2', 'B-4')
4	2.0	13.0	0.25	('A-2', 'B-4')
4	2.25	13.25	0.25	('F2', 'B-4')
4	2.5	13.5	0.25	('D2', 'A-3', 'B-4')
4	2.75	13.75	0.25	('B-1', 'A-3', 'B-4')
4	3.0	14.0	1.0	('E-2', 'G3', 'E-4')
4	4.0	15.0	0.5	('E-3',)
5	1.0	16.0	1.0	('F4', 'A-4')
5	2.0	17.0	1.0	('F4', 'A-4')
5	3.0	18.0	0.25	('F4', 'A-4', 'D5')
5	3.25	18.25	0.25	('B-1', 'F4', 'A-4', 'D5')
5	3.5	18.5	0.25	('B-2', 'F4', 'A-4', 'D5')
5	3.75	18.75	0.25	('C3', 'F4', 'A-4', 'D5')
5	4.0	19.0	0.25	('D3', 'F4', 'A-4', 'D5')
5	4.25	19.25	0.25	('E-3', 'F4', 'A-4', 'D5')
5	4.5	19.5	0.25	('F3', 'F4', 'A-4', 'D5')
5	4.75	19.75	0.25	('G3', 'F4', 'A-4', 'D5')
6	1.0	20.0	0.5	('A3', 'F4', 'D5')
6	1.5	20.5	0.5	('B-3', 'F4', 'D5')
6	2.0	21.0	1.0	('B-3', 'F4', 'D5')
6	3.0	22.0	0.25	('B-3', 'F4', 'A-4', 'D5', 'F5')
6	3.25	22.25	0.25	('B-1', 'F4', 'A-4', 'D5', 'F5')
6	3.5	22.5	0.25	('B-2', 'F4', 'A-4', 'D5', 'F5')
6	3.75	22.75	0.25	('C3', 'F4', 'A-4', 'D5', 'F5')
6	4.0	23.0	0.25	('D3', 'F4', 'A-4', 'D5', 'F5')
6	4.25	23.25	0.25	('E-3', 'F4', 'A-4', 'D5', 'F5')
6	4.5	23.5	0.25	('F3', 'F4', 'A-4', 'D5', 'F5')
6	4.75	23.75	0.25	('G3', 'F4', 'A-4', 'D5', 'F5')
7	1.0	24.0	0.5	('A3', 'F4', 'D5', 'F5')
7	1.5	24.5	0.5	('B-3', 'F4', 'D5', 'F5')
7	2.0	25.0	1.0	('B-3', 'F4', 'D5', 'F5')
7	3.0	26.0	0.5	('B-3', 'D5', 'F5', 'A-5')
7	3.5	26.5	0.5	('B3', 'D5', 'F5', 'A-5')
7	4.0	27.0	0.5	('C4', 'E-5', 'A-5')
7	4.5	27.5	0.5	('G3', 'B4', 'G5')
8	1.0	28.0	0.5	('A-3', 'C5', 'G5')
8	1.5	28.5	0.5	('A3', 'C5', 'F5')
8	2.0	29.0	0.5	('B-3', 'G4', 'E-5')
8	2.5	29.5	0.5	('B-2', 'B-3', 'F4', 'A-4', 'D5')
8	3.0	30.0	0.5	('E-3', 'B-3', 'A-4', 'F5')
8	3.5	30.5	0.5	('E-3', 'D4', 'A-4', 'F5')
8	4.0	31.0	0.5	('E-3', 'E-4', 'G4', 'E-5')
